headers=16
lattice=1
N=4096
D=2
maxAttachments=4
folded=1
phi=0.100382
alpha=0.500000
x0_lo=0.000000
x0_hi=202.000000
x1_lo=0.000000
x1_hi=202.000000
x0_periodic=1
x1_periodic=1
seedMass=1000000000000.000000
columns=11
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
0,76.500000,93.500000,1,1,1.000000,2,2490,195,NaN,NaN
1,194.500000,51.500000,1,1,1.000000,2,727,3178,NaN,NaN
2,17.500000,150.500000,1,1,1.000000,2,3390,3038,NaN,NaN
3,41.500000,18.500000,1,1,1.000000,2,1165,1373,NaN,NaN
4,80.500000,93.500000,1,1,1.000000,3,1915,3869,1411,NaN
5,68.500000,73.500000,1,1,1.000000,3,3420,2108,636,NaN
6,143.500000,182.500000,1,1,1.000000,2,2999,3501,NaN,NaN
7,114.500000,31.500000,1,1,1.000000,2,1068,3411,NaN,NaN
8,40.500000,6.500000,1,1,1.000000,3,766,1679,1200,NaN
9,123.500000,180.500000,1,1,1.000000,2,1715,3636,NaN,NaN
10,135.500000,97.500000,1,1,1.000000,2,2536,898,NaN,NaN
11,135.500000,122.500000,1,1,1.000000,2,2355,704,NaN,NaN
12,65.500000,128.500000,1,1,1.000000,4,2621,2365,1101,2127
13,24.500000,165.500000,1,1,1.000000,2,3934,188,NaN,NaN
14,201.500000,88.500000,1,1,1.000000,3,3909,1664,3637,NaN
15,51.500000,3.500000,1,1,1.000000,3,2952,2458,1511,NaN
16,4.500000,119.500000,1,1,1.000000,2,2119,1833,NaN,NaN
17,127.500000,117.500000,1,1,1.000000,3,2491,1305,1186,NaN
18,1.500000,106.500000,1,1,1.000000,3,3076,2057,2511,NaN
19,39.500000,46.500000,1,1,1.000000,2,3765,1717,NaN,NaN
20,105.500000,89.500000,1,1,1.000000,3,1519,1423,826,NaN
21,32.500000,142.500000,1,1,1.000000,2,2864,2235,NaN,NaN
22,11.500000,157.500000,1,1,1.000000,3,573,3402,3304,NaN
23,76.500000,62.500000,1,1,1.000000,4,3744,3011,1170,2213
24,69.500000,7.500000,1,1,1.000000,4,4002,1453,1572,4004
25,174.500000,24.500000,1,1,1.000000,2,281,2447,NaN,NaN
26,67.500000,76.500000,1,1,1.000000,3,1125,3995,2455,NaN
27,114.500000,41.500000,1,1,1.000000,2,3298,2668,NaN,NaN
28,45.500000,19.500000,1,1,1.000000,3,1040,422,3455,NaN
29,15.500000,123.500000,1,1,1.000000,4,1039,921,981,381
30,184.500000,72.500000,1,1,1.000000,3,3912,865,1738,NaN
31,8.500000,136.500000,1,1,1.000000,2,265,1977,NaN,NaN
32,92.500000,22.500000,1,1,1.000000,3,2879,3000,472,NaN
33,159.500000,169.500000,1,1,1.000000,2,792,133,NaN,NaN
34,175.500000,34.500000,1,1,1.000000,2,2632,3525,NaN,NaN
35,156.500000,48.500000,1,1,1.000000,4,291,2735,1013,851
36,97.500000,17.500000,1,1,1.000000,1,595,NaN,NaN,NaN
37,160.500000,80.500000,1,1,1.000000,2,905,2061,NaN,NaN
38,83.500000,120.500000,1,1,1.000000,2,3749,885,NaN,NaN
39,192.500000,51.500000,1,1,1.000000,2,2874,3178,NaN,NaN
40,99.500000,32.500000,1,1,1.000000,3,1480,780,3495,NaN
41,44.500000,13.500000,1,1,1.000000,3,2043,3460,1577,NaN
42,121.500000,183.500000,1,1,1.000000,2,2189,3228,NaN,NaN
43,149.500000,82.500000,1,1,1.000000,3,2711,3160,784,NaN
