headers=16
lattice=1
N=4096
D=2
maxAttachments=4
folded=1
phi=0.100382
alpha=0.500000
x0_lo=0.000000
x0_hi=202.000000
x1_lo=0.000000
x1_hi=202.000000
x0_periodic=1
x1_periodic=1
seedMass=1000000000000.000000
columns=11
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
0,39.500000,104.500000,1,1,1.000000,3,2490,195,505,NaN
1,191.500000,97.500000,1,1,1.000000,2,1566,727,NaN,NaN
2,19.500000,180.500000,1,1,1.000000,3,3390,2900,2218,NaN
3,9.500000,62.500000,1,1,1.000000,4,842,1391,716,1725
4,43.500000,101.500000,1,1,1.000000,3,1915,614,787,NaN
5,31.500000,78.500000,1,1,1.000000,3,3420,1146,3277,NaN
6,171.500000,184.500000,1,1,1.000000,3,2999,3501,570,NaN
7,160.500000,73.500000,1,1,1.000000,3,46,3156,2103,NaN
8,16.500000,37.500000,1,1,1.000000,2,2811,1699,NaN,NaN
9,144.500000,196.500000,1,1,1.000000,2,1715,2189,NaN,NaN
10,148.500000,129.500000,1,1,1.000000,4,2314,3630,3526,4053
11,150.500000,158.500000,1,1,1.000000,2,2355,3677,NaN,NaN
12,120.500000,165.500000,1,1,1.000000,3,1101,2621,3741,NaN
13,11.500000,52.500000,1,1,1.000000,2,3814,2338,NaN,NaN
14,4.500000,120.500000,1,1,1.000000,3,3909,837,4023,NaN
15,92.500000,175.500000,1,1,1.000000,4,2952,1511,2458,688
16,7.500000,153.500000,1,1,1.000000,3,2119,1795,3797,NaN
17,141.500000,157.500000,1,1,1.000000,4,1046,2204,1943,1568
18,23.500000,141.500000,1,1,1.000000,3,3076,2511,3509,NaN
19,4.500000,67.500000,1,1,1.000000,2,3765,1131,NaN,NaN
20,45.500000,101.500000,0,1,1.000000,2,787,1996,NaN,NaN
21,14.500000,38.500000,0,1,1.000000,1,1135,NaN,NaN,NaN
22,15.500000,195.500000,0,1,1.000000,2,3769,1813,NaN,NaN
23,107.500000,1.500000,0,1,1.000000,1,613,NaN,NaN,NaN
24,115.500000,172.500000,0,1,1.000000,2,1019,593,NaN,NaN
25,3.500000,70.500000,0,1,1.000000,2,763,3060,NaN,NaN
26,27.500000,81.500000,0,1,1.000000,2,88,1618,NaN,NaN
27,157.500000,83.500000,0,1,1.000000,2,392,3419,NaN,NaN
28,11.500000,63.500000,0,1,1.000000,2,3416,1229,NaN,NaN
29,28.500000,142.500000,0,1,1.000000,3,1563,3179,2746,NaN
30,179.500000,95.500000,0,1,1.000000,2,2131,3099,NaN,NaN
31,8.500000,173.500000,0,1,1.000000,2,1281,1620,NaN,NaN
32,139.500000,199.500000,0,1,1.000000,2,1540,2485,NaN,NaN
33,163.500000,144.500000,0,1,1.000000,2,2630,3563,NaN,NaN
34,192.500000,88.500000,0,1,1.000000,1,3360,NaN,NaN,NaN
35,140.500000,116.500000,0,1,1.000000,3,3198,858,4072,NaN
36,157.500000,188.500000,0,1,1.000000,2,3087,3169,NaN,NaN
37,177.500000,125.500000,0,1,1.000000,2,2337,2026,NaN,NaN
38,142.500000,162.500000,0,1,1.000000,3,2096,690,1374,NaN
39,190.500000,98.500000,0,1,1.000000,2,1566,4048,NaN,NaN
40,116.500000,197.500000,0,1,1.000000,2,3065,1498,NaN,NaN
41,21.500000,48.500000,0,1,1.000000,1,2427,NaN,NaN,NaN
42,147.500000,196.500000,0,1,1.000000,4,3896,1539,2210,2941
43,59.500000,82.500000,0,1,1.000000,4,2169,1043,2547,2124
