headers=18
lattice=1
L=128
N=1024
D=2
folded=1
phi=0.000488
x0_lo=-0.500000
x0_hi=127.500000
x1_lo=-0.500000
x1_hi=127.500000
x0_periodic=1
x1_periodic=1
iters=33413
alpha=-0.500000
seedMass=1000000000000.000000
maxAttachments=4
columns=12
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
151,27,105,1,1,1,3,567,244,9,NaN
152,14,102,1,1,1,2,92,202,NaN,NaN
153,102,96,1,1,1,1,267,NaN,NaN,NaN
154,53,2,1,1,1,1,528,NaN,NaN,NaN
155,51,9,1,1,1,2,518,709,NaN,NaN
156,13,101,1,1,1,2,279,92,NaN,NaN
157,94,99,1,1,1,3,505,598,829,NaN
158,92,99,1,1,1,2,637,598,NaN,NaN
159,49,103,1,1,1,3,624,396,373,NaN
160,48,102,1,1,1,1,396,NaN,NaN,NaN
161,53,125,1,1,1,1,325,NaN,NaN,NaN
162,105,77,1,1,1,2,1016,432,NaN,NaN
163,113,95,1,1,1,2,343,55,NaN,NaN
164,38,125,1,1,1,2,849,883,NaN,NaN
165,71,1,1,1,1,3,480,524,659,NaN
166,27,112,1,1,1,2,962,57,NaN,NaN
167,18,106,1,1,1,3,950,562,144,NaN
168,95,98,1,1,1,1,505,NaN,NaN,NaN
169,20,75,1,1,1,2,839,664,NaN,NaN
170,99,69,1,1,1,2,461,347,NaN,NaN
171,26,118,1,1,1,2,273,646,NaN,NaN
172,94,72,1,1,1,2,1019,332,NaN,NaN
173,38,5,1,1,1,2,878,86,NaN,NaN
174,4,92,1,1,1,2,1001,334,NaN,NaN
175,26,124,1,1,1,3,336,677,349,NaN
176,24,114,1,1,1,2,821,301,NaN,NaN
177,114,68,1,1,1,3,632,727,526,NaN
178,86,92,1,1,1,2,492,141,NaN,NaN
179,59,92,1,1,1,2,51,351,NaN,NaN
180,21,112,1,1,1,2,948,625,NaN,NaN
181,110,63,1,1,1,1,695,NaN,NaN,NaN
182,17,79,1,1,1,1,276,NaN,NaN,NaN
183,44,107,1,1,1,2,856,7,NaN,NaN
184,100,68,1,1,1,2,1021,347,NaN,NaN
185,53,4,1,1,1,2,47,148,NaN,NaN
186,38,123,1,1,1,2,757,883,NaN,NaN
187,76,10,1,1,1,2,498,67,NaN,NaN
188,61,113,1,1,1,2,636,808,NaN,NaN
189,111,90,1,1,1,1,832,NaN,NaN,NaN
190,66,100,1,1,1,2,532,522,NaN,NaN
191,45,8,1,1,1,2,680,406,NaN,NaN
192,79,88,1,1,1,2,807,147,NaN,NaN
193,57,105,1,1,1,2,691,868,NaN,NaN
194,58,94,1,1,1,2,12,800,NaN,NaN
195,102,67,1,1,1,2,866,796,NaN,NaN
196,35,124,1,1,1,2,315,22,NaN,NaN
197,6,78,1,1,1,3,385,389,462,NaN
198,105,93,1,1,1,2,402,713,NaN,NaN
199,91,108,1,1,1,2,601,790,NaN,NaN
200,56,117,1,1,1,2,879,665,NaN,NaN
201,59,106,1,1,1,2,89,833,NaN,NaN
202,15,102,1,1,1,2,795,152,NaN,NaN
203,3,78,1,1,1,2,72,802,NaN,NaN
204,51,5,1,1,1,2,228,984,NaN,NaN
205,28,100,1,1,1,2,330,355,NaN,NaN
